1.9852,0.15382,0.29995,3250,7.8718,-9.8968,5.7275,8.7667,8.5116,9.462,12.749,14.184,17.825,14.794,16.606,15.116,16.454,15.515,14.29,13.009,12.07,12.311,12.155,9.0529,7.9008,9.6897,7.32,5.0318
1.2479,0.012972,0.26139,3250,7.4167,-9.9466,5.9651,8.5846,7.45,9.4607,12.038,13.133,16.105,14.282,13.834,14.369,14.449,14.486,14.381,13.471,13.476,12.721,11.254,10.43,8.0344,10.746,7.3845,4.0085
1.7125,0.39108,0.27376,3250,7.8797,-9.9254,5.2811,8.5704,9.4794,10.963,13.541,12.289,14.023,14.996,16.27,13.371,14.024,16.494,15.266,13.464,11.856,13.865,11.943,13.88,8.5105,10.912,6.2914,5.3567
1.804,6.3138,0.86814,3250,5.1955,-9.8368,7.2689,8.1083,7.9444,10.369,12.762,14.467,16.092,15.175,14.753,13.948,13.94,14.451,14.594,11.387,12.898,13.556,13.206,9.6592,9.7298,8.3993,6.4241,4.4852
1.6748,0.030934,0.42534,3250,6.9287,-9.8646,4.9592,8.2851,8.9609,10.287,13.964,13.501,15.173,15.996,14.697,14.163,13.636,15.784,14.519,12.181,13.232,13.439,11.553,9.6511,9.0158,7.0974,5.4791,6.9472
1.436,0.049771,0.38573,3250,7.6377,-9.822,6.0136,9.3222,9.3406,10.68,11.256,13.253,17.475,14.454,14.678,15.497,13.321,15.523,14.251,13.985,13.891,13.514,11.304,10.85,10.898,6.9691,7.4094,6.2172
2.0671,0.024805,0.222,3250,8.8584,-9.8725,3.7347,8.3167,9.0492,9.1837,13.333,14.834,16.807,13.73,14.016,14.211,15.504,16.385,14.469,12.927,10.417,11.01,10.732,11.324,8.3981,8.4392,7.2809,5.3257
2.0974,0.046318,0.28486,3250,7.6125,-9.9392,7.582,7.8233,7.4375,10.847,12.237,13.195,18.519,14.707,16.314,14.183,15.22,14.675,15.336,12.087,13.82,13.264,11.64,11.121,9.4664,9.3408,5.001,3.5993
1.6818,5.4863,0.24002,3250,7.8304,-9.9512,4.387,8.526,8.6788,11.304,11.978,12.793,16.458,12.511,15.607,12.55,13.906,15.436,14.099,12.148,11.231,13.315,13.068,10.381,7.9763,8.5101,6.1754,4.9994
1.7899,3.3374,0.29203,3250,8.2034,-9.8475,6.1898,7.7174,9.0646,11.051,10.704,13.926,17.625,12.66,16.399,14.827,14.262,13.304,13.154,14.861,13.658,11.476,13.52,9.968,8.3481,8.1007,7.2142,4.1206
1.546,1.5137,0.24598,3250,8.2736,-9.8866,7.1119,7.9457,9.7498,7.8933,11.528,12.304,15.592,15.34,14.34,12.476,13.16,14.331,12.811,15.308,13.483,12.352,11.028,10.176,10.141,6.6701,6.3981,5.7553
2.4601,6.021,0.22579,3250,8.9804,-9.8885,5.1193,9.9716,9.1591,10.14,13.974,13.216,17.307,12.825,17.09,15.711,14.301,16.59,14.552,12.418,14.057,11.26,10.835,10.058,10.033,7.3095,5.1363,5.5776
1.5897,0.45108,0.2932,3250,8.0185,-9.8758,6.2759,7.6335,8.7183,10.247,12.729,12.133,16.015,16.365,16.132,14.14,15.5,16.791,13.995,11.224,12.345,12.752,10.846,10.919,9.3859,8.5054,6.1209,5.3504
3.7415,4.8021,0.72032,3250,5.0931,-9.9241,4.5353,8.0441,9.3494,10.53,15.722,11.106,18.209,14.261,14.671,14.478,11.29,14.608,13.95,11.157,13.403,13.582,13.466,10.59,7.7972,8.3288,7.1997,4.8749
3.0336,0.79732,0.29899,3250,8.3072,-9.8134,7.2624,7.5191,7.6434,9.5928,12.511,13.183,18.427,15.981,16.344,14.601,14.619,16.282,13.871,13.145,11.683,11.201,12.928,7.6478,8.0198,7.1088,7.7945,4.4469
2.9651,0.3153,0.93014,3250,5.0242,-9.887,6.3461,6.364,8.6646,9.3466,16.178,12.962,16.977,14.652,16.034,15.468,12.499,14.922,11.196,14.356,12.898,12.756,12.228,11.414,10.327,9.5569,6.6623,4.4797
2.0333,1.7574,0.21968,3250,8.628,-9.9148,7.3887,7.9713,7.491,9.0551,11.771,15.101,16.644,15.182,15.412,16.168,14.307,13.775,14.049,14.282,11.145,9.998,12.203,11.516,11.482,7.942,6.3436,5.128
1.9861,1.4672,0.58688,3250,5.9211,-9.8386,6.2874,7.7711,5.9973,9.9375,11.445,13.225,15.38,12.383,14.277,15.152,14.507,15.115,15.501,11.437,14.247,12.387,10.694,10.536,8.5246,8.0774,8.1717,7.1885
1.9781,0.089197,0.37017,3250,7.5239,-9.8769,4.674,6.5815,7.4814,9.8782,10.826,12.546,16.689,15.778,15.212,16.091,14.996,16.756,14.083,14.014,12.614,12.67,12.881,10.104,6.4023,8.2137,7.3879,6.5421
1.7097,0.060085,0.22532,3250,8.5354,-9.9005,5.4023,7.8092,7.5878,9.6945,12.94,12.349,14.983,16.278,14.642,13.626,14.546,15.46,14.706,11.91,11.189,9.9492,12.113,12.769,10.205,8.442,8.4842,5.2846
1.8857,0.021375,0.39651,3250,7.6023,-9.8349,5.7988,7.977,7.5079,7.2826,12.34,14.249,16.289,14.336,14.824,17.135,13.626,17.16,16.081,14.915,13.248,12.1,14.429,10.867,8.3309,8.1426,5.935,5.0083
2.9086,0.091319,0.23286,3250,8.4102,-9.8945,6.9238,7.1885,7.9247,10.196,13.109,13.069,17.266,15.246,14.183,15.292,13.098,18.298,14.479,12.766,9.7623,12.185,11.228,11.247,11.312,8.8438,8.2163,2.8979
2.497,0.88658,0.42113,3250,6.3926,-9.9169,7.5341,9.2327,9.1661,10.827,12.199,13.842,17.272,14.071,14.687,13.145,14.32,16.201,12.321,13.676,12.224,13.719,12.079,8.5289,9.6551,7.3395,7.9687,4.088
2.1998,0.023994,0.34912,3250,7.7667,-9.8284,7.628,9.3939,8.8913,10.567,10.74,12.764,16.033,16.017,16.872,14.881,14.839,14.957,12.119,12.134,13.971,11.762,12.81,8.5263,9.5682,8.6664,7.9872,4.8403
2.2315,0.068565,0.24341,3250,8.4453,-9.8853,3.974,8.3298,8.7375,10.055,10.788,15.177,16.666,12.554,16.549,13.798,11.773,16.331,16.925,12.636,13.045,11.704,12.965,9.962,9.7673,8.7535,6.0188,5.0324
2.5556,0.61549,0.21542,3250,8.5999,-9.9142,5.8196,8.2411,7.5775,8.2664,12.73,14.058,16.871,14.814,17.554,15.328,14.301,17.77,11.772,12.873,13.063,10.926,12.093,10.039,11.377,8.3148,7.0575,4.837
2.3843,0.028912,0.25876,3250,7.9609,-9.942,4.2996,11.074,9.9834,10.999,11.921,14.09,16.926,13.486,14.549,15.109,14.79,13.808,11.9,12.535,14.163,14.01,9.9436,11.966,11.522,8.4055,6.7207,4.7207
1.6771,0.54922,0.35699,3250,7.3889,-9.8449,5.2376,8.9199,7.4469,9.9249,13.819,11.69,15.721,14.41,15.897,14.69,13.314,16.594,15.038,14.028,12.989,12.179,10.752,9.8138,7.7238,8.7353,5.3336,4.9274
2.0316,0.016342,0.2247,3250,8.0613,-9.939,7.5597,9.0306,8.2001,10.57,11.564,13.172,16.871,13.659,14.655,12.941,13.846,15.558,14.123,12.169,12.208,12.342,10.655,9.5157,8.8758,10.427,8.5808,5.2566
2.8959,0.84983,0.38243,3250,6.9647,-9.8755,6.8736,8.7363,9.4406,10.376,11.911,15.499,17.579,14.88,13.729,15.681,13.6,15.871,13.985,12.254,11.144,11.705,10.745,8.9439,7.9778,10.755,6.6206,3.8496
2.5869,0.30453,0.47201,3250,6.8503,-9.8405,6.5394,9.235,10.086,9.1779,11.192,14.387,18.337,15.362,15.436,14.363,12.931,13.893,11.768,14.34,15.268,13.11,13.142,11.706,10.01,10.241,7.0442,4.1194
2.0823,2.7856,0.69641,3250,5.0846,-9.9175,5.935,7.0161,7.4286,10.489,11.234,13.45,16.143,13.868,13.846,13.639,13.075,15.979,11.997,13.21,12.369,11.894,12.295,10.556,8.6061,8.613,8.4268,7.113
3.2748,0.11835,0.58582,3250,5.9899,-9.9479,6.3784,10.886,8.4143,10.036,12.707,15.228,18.791,13.654,17.037,15.01,13.727,16.895,14.775,12.397,12.531,13.005,14.477,10.999,10.378,9.9058,6.2288,4.5005
1.878,1.6477,0.65906,3250,5.4491,-9.9078,8.2065,7.2117,8.8941,10.623,11.082,14.08,15.988,13.391,15.844,14.947,14.308,14.067,15.429,12.315,13.464,12.767,11.151,10.853,10.723,7.0222,5.1699,6.0151
2.9688,0.42134,0.316,3250,7.4927,-9.8857,3.3094,9.2278,9.2409,9.4168,13.046,14.214,16.679,13.356,17.264,16.272,12.609,13.973,13.835,12.818,13.311,15.218,9.4838,9.4713,8.728,8.8672,4.4239,6.2699
2.3231,1.292,0.58138,3250,5.8265,-9.9125,5.6101,8.087,7.2942,10.847,12.58,13.645,17.488,13.779,14.404,15.09,14.882,15.719,11.343,15.457,12.102,11.878,11.628,11.307,7.7029,9.8188,6.6541,5.552
2.7183,0.072856,0.28778,3250,7.7846,-9.8982,7.0052,7.8333,8.8701,9.1168,11.415,14.81,17.699,15.207,15.171,15.344,13.79,13.628,11.643,11.784,10.929,12.797,13.347,11.036,8.8133,9.7673,6.9767,6.7012
2.9717,6.5053,0.56921,3250,6.2439,-9.8098,8.247,9.7549,7.1214,7.512,12.678,12.747,16.986,14.733,16.132,13.857,13.792,16.81,13.066,13.208,11.723,13.724,12.679,10.372,8.692,8.5683,6.7226,5.3081
2.849,0.030242,0.41583,3250,7.4636,-9.813,8.5099,9.0641,9.538,10.829,11.359,13.354,16.41,17.968,16.381,14.605,14.679,16.029,11.526,11.973,12.569,12.81,12.017,11.875,8.6627,9.2399,6.9001,5.169
3.105,0.025556,0.24918,3250,7.875,-9.923,7.9979,9.4143,10.958,10.248,10.704,14.201,16.015,15.302,17.16,14.715,11.572,16.272,11.9,13.436,11.524,11.315,11.789,9.4105,8.4232,8.1894,7.0368,4.418
2.6892,1.0301,0.72105,3250,5.8128,-9.8291,4.2926,8.165,7.8696,7.1224,12.655,14.238,17.078,16.033,16.509,14.826,12.914,18.32,11.691,14.128,13.695,13.515,11.29,10.118,9.1441,8.8582,7.7753,4.2453
2.0996,0.13799,0.24147,3250,8.285,-9.9308,4.2263,8.0702,9.4113,9.5598,12.322,14.671,15.96,13.251,16.292,14.59,13.467,15.809,12.682,10.738,12.66,14.465,13.925,9.9534,8.9145,10.114,6.1564,4.9061
1.1995,6.5346,0.4901,3250,6.8918,-9.8302,5.449,9.4139,9.6094,10.335,12.142,13.82,15.725,14.39,15.527,13.556,15.58,17.05,14.856,12.652,15.098,12.337,12.36,11.756,8.9692,7.3722,6.7908,5.0383
2.748,0.018353,0.54601,3250,5.9509,-9.8962,5.6503,8.0812,9.2034,11.288,14.268,13.716,17.839,14.25,14.78,15.318,13.175,16.597,13.664,14.014,10.514,12.161,12.232,11.724,10.176,8.4706,6.8651,7.0327
1.7376,0.13652,0.37542,3250,6.6277,-9.9268,6.0103,9.2103,9.2441,9.0318,12.317,12.473,15.315,14.06,16.27,12.91,13.033,15.489,12.888,13.493,11.956,14.082,12.597,9.7614,11.307,8.9603,7.304,4.833
1.5191,3.2407,0.56712,3250,5.8347,-9.8654,4.8512,7.8522,10.106,10.412,10.494,13.448,15.746,14.068,15.311,15.156,12.414,15.148,13.036,13.077,12.67,10.959,11.919,12.139,7.5443,8.6163,6.9209,5.1451
1.7386,7.5892,0.28459,3250,7.3977,-9.9198,2.7839,8.9051,8.7861,10.885,11.189,12.389,16.616,14.572,15.471,14.417,12.619,16.823,14.582,12.548,12.961,12.811,12.07,9.6395,10.582,8.5472,6.4728,5.6211
1.3058,0.023483,0.43562,3250,6.6118,-9.8714,6.1472,8.907,7.6212,10.278,10.297,13.317,15.629,14.445,15.466,14.246,13.998,14.874,13.337,15.007,13.156,13.11,11.261,9.3509,11.727,9.9534,5.6691,4.6881
2.6586,2.2882,0.74367,3250,5.5203,-9.8673,6.9034,11.124,9.1179,9.935,10.853,12.785,18.358,13.607,13.894,13.194,14.817,15.472,15.119,14.441,13.23,12.89,11.537,10.631,9.6298,9.4914,5.612,3.9342
1.4718,9.5717,0.35894,3250,6.9152,-9.9119,5.0311,6.9748,9.7552,8.411,9.1536,11.564,16.09,14.943,15.778,15.189,13.673,16.818,15.448,12.971,14.088,12.099,12.304,10.031,9.743,9.1219,6.1115,6.3062
1.6624,0.64679,0.29106,3250,7.889,-9.8513,4.6875,7.7374,9.7555,9.0024,12.339,13.801,15.711,15.463,16.588,14.005,12.42,15.298,12.235,14.15,13.458,13.606,10.849,10.403,8.7903,6.6212,7.839,4.9801
2.287,5.0438,0.26795,3250,7.4669,-9.9418,3.7787,10.238,8.6716,10.894,11.793,13.35,17.03,15.145,16.115,14.086,11.952,14.007,15.006,11.664,12.152,12.397,10.729,10.878,8.7509,8.4415,6.3963,4.0511
4.6146,6.5668,0.82085,3250,5.2821,-9.8753,6.8979,8.8113,8.6494,11.035,9.5878,14.627,20.387,15.589,16.629,12.937,11.403,17.953,13.962,13.206,11.805,14.836,12.843,10.995,8.7104,8.4793,6.3271,3.2887
1.5356,0.019081,0.62872,3250,5.6511,-9.9137,4.2118,7.5531,9.5633,11.372,11.608,13.884,16.55,12.668,16.673,15.948,12.364,16.05,14.661,13.912,13.783,12.418,12.906,9.8556,10.159,9.5171,7.7957,4.4527
2.7902,0.24084,0.34922,3250,7.7477,-9.8371,5.591,7.184,8.8633,10.033,13.066,15.161,17.439,14.157,15.292,15.494,14.958,15.426,13.356,14.294,9.325,14.375,10.721,8.3586,7.887,8.9912,7.8404,5.1052
2.0456,0.081454,0.46836,3250,5.8853,-9.9375,5.4374,8.1066,9.305,8.976,12.128,12.656,16.001,14.149,17.403,14.739,14.096,15.828,13.073,13.312,12.968,11.31,13.161,9.5783,6.8586,9.2697,7.7967,4.8166
2.3183,0.010862,0.23625,3250,8.5184,-9.8829,6.7764,8.4539,10.4,10.954,12.644,12.006,16.624,17.297,14.344,13.39,15.824,15.554,12.878,11.702,12.324,10.916,11.559,11.773,8.3691,8.0416,7.5829,4.3063
1.7119,5.3733,0.25187,3250,8.3978,-9.8799,6.2123,6.9184,9.919,11.139,11.093,13.754,17.308,15.344,16.686,12.929,13.713,14.523,15.97,12.475,11.77,12.948,11.518,11.499,9.2611,8.7128,6.2701,4.8365
2.0757,0.25434,0.54684,3250,5.509,-9.9523,5.0273,7.7161,8.4109,9.6435,12.107,12.518,16.259,13.186,17.14,15.39,14.622,16.406,14.436,14.182,11.592,10.466,11.952,8.515,8.517,9.1952,8.409,4.869
1.984,0.86084,0.64563,3250,5.717,-9.8646,7.7736,8.4043,10.963,11.302,11.551,14.581,15.236,14.987,14.467,14.058,14.492,14.476,12.561,14.843,14.614,12.745,10.472,9.921,10.899,7.7382,7.4025,4.3361
4.1239,6.9157,0.60513,3250,5.5877,-9.9374,5.2883,10.823,8.3078,13.2,13.594,14.154,16.048,14.938,18.021,15.161,13.562,15.226,11.135,11.818,12.405,11.507,11.845,11.986,8.3955,8.1021,7.3944,6.7424
2.2537,2.1079,0.23714,3250,8.2697,-9.8675,7.3492,7.3565,10.165,11.068,8.4772,12.069,16.683,12.851,14.999,14.492,14.312,15.632,12.859,12.724,11.635,12.062,11.755,9.2212,11.168,7.1438,5.9771,2.3126
2.2253,7.9104,0.59328,3250,5.807,-9.8507,4.227,7.1159,7.2911,11.377,12.229,10.736,17.051,15.757,16.512,12.937,13.817,12.906,12.573,12.651,11.872,11.972,13.097,10.805,9.4851,7.4052,7.3985,4.5298
2.1392,0.013748,0.20004,3250,8.7072,-9.9354,5.3647,9.3648,8.5016,8.613,13.083,12.805,17.269,15.905,15.071,16.009,13.927,15.449,13.114,13.557,11.256,12.482,10.313,10.858,8.8498,9.6973,6.7297,6.8537
2.1633,0.61961,0.3098,3250,7.3824,-9.9045,6.7347,7.655,8.3672,10.002,12.749,13.984,17.691,14.57,15.654,13.703,12.462,15.423,16.061,12.343,12.544,11.907,11.385,8.8822,10.177,7.5479,7.337,4.9602
1.959,0.070125,0.22089,3250,8.4659,-9.9463,5.8261,11.077,10.848,10.783,11.793,12.931,15.367,14.929,14.567,13.938,15.229,15.988,14.462,12.024,11.533,11.125,13.088,10.855,9.0937,10.117,7.1759,4.7235
2.3333,0.053755,0.65312,3250,5.6533,-9.8306,5.0717,8.7947,8.6399,11.058,12.365,14.254,16.259,14.367,15.219,13.428,13.244,16.088,11.378,13.97,10.884,11.593,12.329,9.6688,7.5335,9.0904,6.7801,4.6088
2.8073,0.019184,0.81627,3250,5.2745,-9.8326,5.6784,9.6365,8.5257,9.7909,10.718,14.555,16.072,14.93,17.482,13.029,13.465,15.708,13.202,11.635,11.696,12.785,11.409,11.208,11.126,9.2223,3.1028,3.2518
2.2041,3.8134,0.38134,3250,6.6761,-9.922,4.0958,7.6678,9.1271,9.6567,12.233,13.402,15.314,13.886,13.973,16.45,16.512,13.43,13.758,10.872,10.707,10.879,12.132,11.601,7.0214,9.1551,7.5357,5.2819
2.3812,0.25292,0.24659,3250,8.9174,-9.8446,5.7746,8.5819,7.4839,8.822,13.583,13.482,17.787,14.38,16.585,14.503,13.94,14.599,14.719,11.833,14.891,12.511,14.61,9.8071,8.1218,8.0967,6.0642,4.6797
1.8487,4.8075,0.48075,3250,6.1533,-9.9073,3.6267,8.1386,10.618,10.88,12.105,13.554,16.626,15.412,14.955,12.728,13.607,15.132,14.163,14.538,12.103,11.242,10.653,9.8244,9.332,8.8393,8.2652,4.931
1.6864,0.03987,0.35683,3250,7.6805,-9.8405,6.0814,8.864,7.9208,10.633,11.174,15.95,16.071,13.571,14.419,16.576,13.485,15.958,14.352,13.217,12.313,13.703,10.624,11.688,9.5922,6.4064,6.4215,4.9509
1.7467,0.21646,0.50868,3250,6.4241,-9.8342,6.034,9.7641,7.9308,10.529,13,12.793,15.798,14.977,16.128,13.773,12.482,14.001,13.83,13.983,13.607,13.028,11.751,10.248,10.436,8.9839,8.3759,4.1126
3.1785,1.0365,0.25913,3250,7.759,-9.9315,6.706,8.8819,7.7902,10.16,13.184,13.207,18.448,15.677,16.144,12.692,14.338,12.599,12.792,13.866,11.039,12.762,13.783,10.004,9.4195,7.3634,8.9415,4.0004
1.9637,6.804,0.29767,3250,8.0761,-9.8217,6.4643,9.4039,8.8921,10.808,10.237,12.489,17.171,14.025,15.965,11.751,14.402,15.872,15.335,12.232,13.175,12.951,11.774,11.631,9.6821,8.0351,8.1834,4.5489
2.2214,0.84635,0.2539,3250,8.1445,-9.8685,6.7822,6.9558,6.5841,10.976,11.641,12.204,17.179,15.17,16.036,11.374,12.721,14.661,13.924,12.509,13.134,12.641,13.47,10.873,8.7366,8.5557,6.1688,5.8917
1.6455,2.2437,0.23839,3250,8.234,-9.9033,4.216,8.0143,10.455,9.2096,11.429,12.306,17.2,13.837,14.567,14.403,12.921,14.32,14.805,15.276,11.847,11.977,11.83,11.161,8.5824,10.342,5.2999,5.3119
1.9766,3.1954,0.31954,3250,8.1429,-9.8314,4.8553,6.9139,8.7182,8.8944,13.312,13.707,17.004,16.447,16.763,13.194,13.909,17.168,14.06,13.584,12.519,11.537,12.71,11.74,9.19,7.1315,7.5625,6.3323
1.4846,2.3583,0.47166,3250,6.856,-9.8466,5.1628,8.3565,10.589,10.84,10.277,13.611,17.023,15.701,14.468,13.996,15.085,14.497,13.366,14.306,14.104,12.786,11.084,11.924,11.16,10.79,6.2402,4.6777
2.2503,0.9548,0.38192,3250,6.8107,-9.8256,5.7785,7.4302,9.5603,11.501,11.512,12.708,16.898,13.745,15.174,12.937,12.601,14.17,12.207,13.451,12.203,12.285,13.027,8.271,9.9907,9.6331,5.7646,4.3671
2.7473,0.4655,0.20948,3250,8.988,-9.8382,6.5383,7.8162,8.5442,10.651,11.515,15.105,17.782,12.922,15.694,13.69,12.888,14.674,11.368,11.798,11.221,11.733,11.393,8.4354,8.9581,8.7828,6.6043,3.1661
1.751,0.38618,0.59857,3250,6.1461,-9.8105,6.546,7.7133,8.7644,11.099,11.068,13.456,15.189,14.693,16.69,14.037,13.566,16.567,14.642,14.355,11.46,11.083,9.6736,11.195,9.8442,9.1808,7.8885,5.1825
2.7595,0.37024,0.72198,3250,5.2987,-9.9353,4.1442,8.5987,7.7596,8.6057,12.857,14.469,18.496,14.723,16.273,14.36,12.504,16.064,13.73,12.71,12.018,13.833,13.023,9.5471,9.5178,8.6148,7.194,6.0631
1.4733,0.149,0.26075,3250,8.4232,-9.8637,6.4234,7.5361,9.411,8.8558,11.843,13.944,16.823,13.195,15.626,16.888,13.018,14.935,14.795,13.171,13.354,12.027,10.735,11.543,9.4439,8.7038,5.2691,4.17
1.977,0.014662,0.27198,3250,8.3717,-9.8564,6.5585,8.7255,10.315,9.6474,10.484,12.555,15.45,15.879,13.599,15.829,12.774,16.866,11.448,14.734,13.301,12.051,11.62,11.217,9.3569,7.8311,4.3706,4.8298
1.7852,1.6778,0.33556,3250,7.3921,-9.8661,6.6994,8.0253,9.4395,10.754,12.877,14.648,16.051,15.526,15.572,14.451,13.117,13.501,13.802,12.185,12.262,11.765,11.66,10.135,9.3808,8.8974,6.7466,6.6236
1.5163,4.8037,0.30023,3250,7.6896,-9.8857,4.4489,7.8051,8.2963,8.6005,11.226,14.969,15.33,15.028,16.575,14.205,12.554,15.505,14.093,12.354,12.044,12.823,11.844,12.042,10.107,6.911,6.4201,6.4885
